age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
57.00,technician,married,unknown,no,206.00,yes,no,unknown,5.00,may,216.00,3.00,-1.00,0.00,unknown,no
57.00,housemaid,married,primary,no,7082.00,no,no,unknown,6.00,jun,69.00,3.00,-1.00,0.00,unknown,no
51.00,unemployed,married,tertiary,no,1634.00,yes,no,cellular,22.00,jul,168.00,4.00,-1.00,0.00,unknown,no
34.00,admin.,single,secondary,no,1.00,yes,no,cellular,22.00,jul,483.00,7.00,-1.00,0.00,unknown,no
50.00,self-employed,married,tertiary,no,4012.00,no,no,cellular,19.00,nov,690.00,3.00,-1.00,0.00,unknown,no
44.00,management,married,tertiary,no,3762.00,no,no,cellular,28.00,aug,125.00,12.00,-1.00,0.00,unknown,no
27.00,admin.,married,secondary,no,-247.00,yes,yes,unknown,4.00,jun,344.00,2.00,-1.00,0.00,unknown,no
50.00,blue-collar,married,secondary,no,606.00,yes,no,unknown,14.00,may,673.00,2.00,-1.00,0.00,unknown,no
36.00,management,married,tertiary,no,0.00,yes,no,cellular,28.00,jan,60.00,1.00,250.00,1.00,other,no
42.00,management,married,secondary,no,-189.00,yes,no,unknown,12.00,may,247.00,2.00,-1.00,0.00,unknown,no
32.00,unemployed,single,secondary,no,0.00,no,no,cellular,27.00,may,123.00,2.00,-1.00,0.00,unknown,no
42.00,management,married,tertiary,no,484.00,yes,no,cellular,11.00,jul,144.00,2.00,-1.00,0.00,unknown,no
43.00,technician,married,secondary,no,0.00,no,yes,cellular,8.00,may,9.00,2.00,172.00,5.00,failure,no
31.00,management,married,tertiary,no,395.00,yes,no,cellular,9.00,feb,155.00,3.00,-1.00,0.00,unknown,no
32.00,management,married,tertiary,no,2349.00,no,no,cellular,14.00,aug,134.00,5.00,-1.00,0.00,unknown,no
55.00,blue-collar,divorced,primary,no,410.00,no,yes,cellular,11.00,jul,221.00,2.00,-1.00,0.00,unknown,no
58.00,retired,married,primary,no,3401.00,yes,no,cellular,3.00,feb,84.00,3.00,265.00,2.00,failure,no
46.00,blue-collar,married,primary,no,222.00,no,no,cellular,8.00,aug,71.00,2.00,-1.00,0.00,unknown,no
55.00,blue-collar,married,secondary,no,989.00,yes,yes,unknown,23.00,may,246.00,4.00,-1.00,0.00,unknown,no
34.00,management,married,tertiary,no,415.00,no,yes,cellular,23.00,jul,361.00,2.00,-1.00,0.00,unknown,no
28.00,unemployed,single,secondary,no,16.00,no,no,cellular,12.00,aug,119.00,4.00,-1.00,0.00,unknown,no
42.00,technician,divorced,tertiary,no,7190.00,yes,no,cellular,29.00,jul,375.00,2.00,-1.00,0.00,unknown,no
29.00,blue-collar,single,secondary,no,482.00,no,yes,cellular,10.00,jul,1097.00,3.00,-1.00,0.00,unknown,yes
54.00,housemaid,married,secondary,no,209.00,yes,yes,cellular,25.00,jul,97.00,1.00,-1.00,0.00,unknown,no
32.00,technician,single,secondary,no,0.00,no,no,cellular,26.00,aug,181.00,2.00,-1.00,0.00,unknown,no
39.00,technician,single,tertiary,no,5803.00,no,no,cellular,2.00,feb,83.00,3.00,-1.00,0.00,unknown,no
53.00,entrepreneur,married,tertiary,no,624.00,no,yes,cellular,21.00,jul,180.00,4.00,-1.00,0.00,unknown,no
58.00,technician,married,tertiary,no,883.00,no,no,cellular,18.00,aug,543.00,1.00,78.00,2.00,failure,no
40.00,self-employed,married,secondary,no,1516.00,yes,yes,unknown,23.00,may,373.00,1.00,-1.00,0.00,unknown,no
29.00,student,single,secondary,no,872.00,yes,no,unknown,7.00,may,230.00,1.00,-1.00,0.00,unknown,no
33.00,technician,married,tertiary,no,-988.00,yes,yes,cellular,15.00,jul,83.00,3.00,-1.00,0.00,unknown,no
38.00,admin.,single,secondary,no,902.00,yes,no,telephone,31.00,jul,58.00,13.00,-1.00,0.00,unknown,no
56.00,services,divorced,secondary,no,1007.00,no,no,cellular,29.00,jul,88.00,6.00,-1.00,0.00,unknown,no
40.00,services,married,secondary,no,0.00,yes,no,cellular,2.00,jun,297.00,1.00,28.00,3.00,failure,no
24.00,blue-collar,single,secondary,no,174.00,yes,yes,cellular,18.00,may,487.00,1.00,-1.00,0.00,unknown,yes
46.00,management,married,secondary,no,12186.00,no,no,unknown,20.00,jun,29.00,3.00,-1.00,0.00,unknown,no
35.00,self-employed,married,secondary,no,524.00,yes,no,cellular,21.00,nov,484.00,4.00,-1.00,0.00,unknown,no
35.00,blue-collar,single,tertiary,no,0.00,yes,no,cellular,21.00,jul,262.00,4.00,-1.00,0.00,unknown,no
34.00,technician,married,secondary,no,4.00,yes,no,unknown,15.00,may,644.00,1.00,-1.00,0.00,unknown,no
35.00,housemaid,married,tertiary,no,11219.00,no,no,cellular,12.00,aug,699.00,2.00,79.00,1.00,failure,no
38.00,technician,single,tertiary,no,0.00,no,no,cellular,28.00,aug,247.00,2.00,-1.00,0.00,unknown,no
50.00,blue-collar,married,primary,no,5776.00,no,no,cellular,18.00,nov,49.00,3.00,-1.00,0.00,unknown,no
51.00,blue-collar,divorced,primary,no,37.00,yes,no,cellular,13.00,may,341.00,1.00,-1.00,0.00,unknown,no
59.00,self-employed,married,tertiary,no,593.00,no,no,unknown,13.00,may,64.00,2.00,-1.00,0.00,unknown,no
32.00,blue-collar,married,secondary,no,1148.00,yes,no,cellular,20.00,apr,121.00,1.00,-1.00,0.00,unknown,no
37.00,blue-collar,single,secondary,no,3561.00,yes,no,unknown,2.00,jun,98.00,1.00,-1.00,0.00,unknown,no
42.00,admin.,divorced,secondary,no,63.00,no,no,unknown,16.00,may,88.00,6.00,-1.00,0.00,unknown,no
40.00,student,married,secondary,no,260.00,no,no,unknown,20.00,jun,197.00,6.00,-1.00,0.00,unknown,no
28.00,technician,single,tertiary,no,2269.00,yes,no,unknown,9.00,may,331.00,1.00,-1.00,0.00,unknown,no
47.00,admin.,married,secondary,no,1060.00,yes,no,unknown,6.00,jun,83.00,3.00,-1.00,0.00,unknown,no
27.00,self-employed,married,secondary,no,-220.00,yes,no,unknown,26.00,may,138.00,2.00,-1.00,0.00,unknown,no
41.00,management,married,tertiary,no,49.00,yes,no,cellular,17.00,jul,312.00,5.00,-1.00,0.00,unknown,no
34.00,admin.,married,tertiary,no,69.00,no,yes,cellular,4.00,aug,120.00,3.00,1.00,6.00,success,yes
50.00,blue-collar,married,primary,no,4108.00,yes,no,cellular,7.00,aug,526.00,2.00,-1.00,0.00,unknown,yes
47.00,blue-collar,married,secondary,no,480.00,yes,no,unknown,28.00,may,211.00,2.00,-1.00,0.00,unknown,no
53.00,services,married,secondary,no,4994.00,no,no,cellular,18.00,aug,62.00,6.00,-1.00,0.00,unknown,no
53.00,technician,divorced,secondary,no,0.00,yes,yes,cellular,15.00,jul,135.00,5.00,-1.00,0.00,unknown,no
47.00,management,married,tertiary,no,3681.00,no,no,cellular,14.00,aug,101.00,2.00,-1.00,0.00,unknown,no
49.00,entrepreneur,divorced,unknown,yes,-701.00,yes,no,cellular,30.00,jul,988.00,2.00,-1.00,0.00,unknown,yes
29.00,management,married,tertiary,no,451.00,no,no,cellular,28.00,jan,451.00,1.00,-1.00,0.00,unknown,no
45.00,blue-collar,divorced,primary,no,-311.00,yes,no,unknown,23.00,may,1030.00,1.00,-1.00,0.00,unknown,yes
38.00,entrepreneur,married,secondary,no,593.00,yes,yes,cellular,24.00,jul,1484.00,24.00,-1.00,0.00,unknown,yes
32.00,blue-collar,married,secondary,no,759.00,yes,no,cellular,9.00,apr,317.00,5.00,-1.00,0.00,unknown,yes
70.00,retired,divorced,primary,no,4531.00,no,no,cellular,18.00,may,445.00,1.00,-1.00,0.00,unknown,no
65.00,retired,divorced,primary,no,1840.00,no,no,cellular,1.00,jun,383.00,2.00,188.00,5.00,failure,no
56.00,blue-collar,married,secondary,no,345.00,yes,no,telephone,22.00,jul,605.00,1.00,-1.00,0.00,unknown,no
35.00,blue-collar,married,secondary,no,1287.00,yes,no,cellular,14.00,jul,330.00,2.00,-1.00,0.00,unknown,no
56.00,management,married,unknown,no,353.00,no,yes,cellular,25.00,jul,171.00,2.00,-1.00,0.00,unknown,no
56.00,technician,married,secondary,no,205.00,no,yes,cellular,23.00,jul,442.00,2.00,-1.00,0.00,unknown,no
49.00,entrepreneur,married,secondary,no,687.00,yes,no,cellular,17.00,apr,772.00,1.00,-1.00,0.00,unknown,yes
38.00,unemployed,married,primary,no,1147.00,yes,yes,unknown,8.00,may,249.00,5.00,-1.00,0.00,unknown,no
35.00,management,married,tertiary,no,4286.00,yes,no,unknown,9.00,may,357.00,1.00,-1.00,0.00,unknown,no
38.00,admin.,married,tertiary,no,605.00,no,no,cellular,18.00,nov,147.00,2.00,-1.00,0.00,unknown,no
49.00,blue-collar,married,secondary,no,8545.00,yes,yes,cellular,6.00,may,199.00,7.00,167.00,1.00,failure,no
55.00,management,married,unknown,no,559.00,no,no,cellular,28.00,jan,271.00,2.00,-1.00,0.00,unknown,no
43.00,blue-collar,single,primary,no,2.00,yes,no,cellular,30.00,jul,783.00,3.00,-1.00,0.00,unknown,no
43.00,management,married,tertiary,no,2.00,no,yes,cellular,20.00,aug,472.00,2.00,-1.00,0.00,unknown,no
25.00,admin.,single,tertiary,no,760.00,yes,no,cellular,27.00,may,223.00,3.00,89.00,2.00,failure,yes
30.00,blue-collar,married,primary,no,1317.00,yes,no,unknown,21.00,may,395.00,2.00,-1.00,0.00,unknown,no
46.00,blue-collar,married,secondary,no,182.00,no,no,cellular,4.00,feb,56.00,1.00,-1.00,0.00,unknown,no
50.00,admin.,married,primary,no,276.00,no,yes,unknown,17.00,jun,641.00,6.00,-1.00,0.00,unknown,no
35.00,entrepreneur,married,secondary,no,2971.00,no,no,cellular,4.00,may,429.00,4.00,164.00,2.00,failure,yes
26.00,unemployed,single,secondary,no,1064.00,no,no,unknown,31.00,may,113.00,1.00,-1.00,0.00,unknown,no
45.00,admin.,married,unknown,no,1783.00,no,no,unknown,20.00,jun,11.00,11.00,-1.00,0.00,unknown,no
37.00,blue-collar,married,secondary,no,-67.00,no,no,cellular,2.00,feb,157.00,1.00,-1.00,0.00,unknown,no
60.00,self-employed,single,tertiary,no,179.00,no,yes,cellular,29.00,jul,79.00,4.00,-1.00,0.00,unknown,no
38.00,management,married,tertiary,no,1199.00,no,no,cellular,4.00,aug,178.00,1.00,1.00,1.00,success,yes
47.00,blue-collar,married,primary,no,214.00,yes,yes,unknown,9.00,jun,168.00,1.00,-1.00,0.00,unknown,no
33.00,technician,married,secondary,no,6699.00,no,no,cellular,9.00,nov,425.00,1.00,462.00,1.00,failure,no
51.00,unemployed,married,secondary,no,1760.00,no,yes,cellular,19.00,nov,162.00,1.00,-1.00,0.00,unknown,no
35.00,entrepreneur,single,tertiary,no,145.00,yes,no,cellular,18.00,jul,799.00,2.00,-1.00,0.00,unknown,yes
35.00,unemployed,married,secondary,no,978.00,no,no,cellular,29.00,dec,1370.00,3.00,209.00,3.00,success,yes
48.00,admin.,single,secondary,no,1150.00,yes,no,unknown,28.00,may,357.00,1.00,-1.00,0.00,unknown,no
37.00,admin.,married,secondary,no,121.00,no,no,cellular,22.00,jul,22.00,6.00,-1.00,0.00,unknown,no
29.00,technician,single,tertiary,no,828.00,yes,no,cellular,16.00,apr,215.00,3.00,321.00,3.00,other,no
34.00,admin.,married,secondary,no,244.00,yes,no,cellular,31.00,jul,56.00,4.00,-1.00,0.00,unknown,no
32.00,services,married,primary,no,228.00,yes,no,cellular,21.00,jul,1017.00,6.00,-1.00,0.00,unknown,yes
30.00,management,single,tertiary,no,424.00,no,no,cellular,16.00,apr,298.00,4.00,-1.00,0.00,unknown,yes
47.00,management,divorced,tertiary,no,447.00,no,yes,unknown,7.00,may,126.00,1.00,-1.00,0.00,unknown,no
33.00,blue-collar,married,primary,no,-195.00,no,no,unknown,20.00,sep,9.00,1.00,-1.00,0.00,unknown,no
33.00,management,single,tertiary,no,1410.00,yes,no,cellular,5.00,feb,8.00,1.00,254.00,5.00,failure,no
63.00,retired,married,primary,no,1084.00,no,no,cellular,14.00,oct,201.00,1.00,183.00,1.00,success,no
51.00,self-employed,divorced,primary,no,10924.00,no,no,cellular,6.00,may,106.00,2.00,-1.00,0.00,unknown,no
41.00,management,married,tertiary,no,832.00,yes,yes,cellular,21.00,nov,164.00,1.00,176.00,1.00,failure,no
56.00,retired,married,tertiary,no,478.00,no,no,cellular,5.00,feb,97.00,1.00,-1.00,0.00,unknown,no
60.00,management,single,tertiary,no,0.00,no,yes,cellular,23.00,jul,151.00,1.00,-1.00,0.00,unknown,no
41.00,self-employed,single,tertiary,no,3950.00,yes,no,unknown,30.00,may,96.00,2.00,-1.00,0.00,unknown,no
37.00,management,single,unknown,no,504.00,yes,no,cellular,16.00,apr,555.00,1.00,-1.00,0.00,unknown,no
36.00,blue-collar,single,secondary,no,219.00,yes,yes,cellular,11.00,may,270.00,2.00,347.00,1.00,failure,no
57.00,management,married,tertiary,no,1602.00,no,no,cellular,29.00,jul,339.00,3.00,-1.00,0.00,unknown,no
55.00,management,married,primary,no,2587.00,no,no,cellular,4.00,sep,328.00,2.00,94.00,2.00,success,yes
44.00,admin.,married,secondary,no,0.00,yes,yes,unknown,16.00,may,159.00,1.00,-1.00,0.00,unknown,no
47.00,self-employed,married,tertiary,no,2303.00,yes,no,cellular,6.00,may,323.00,2.00,364.00,1.00,failure,no
31.00,blue-collar,married,secondary,no,1660.00,yes,no,cellular,20.00,apr,342.00,1.00,-1.00,0.00,unknown,no
35.00,management,married,tertiary,yes,32.00,yes,no,cellular,21.00,nov,180.00,1.00,-1.00,0.00,unknown,no
39.00,management,married,tertiary,no,278.00,no,yes,cellular,28.00,jul,60.00,3.00,-1.00,0.00,unknown,no
50.00,management,married,tertiary,no,4.00,no,no,cellular,17.00,nov,223.00,1.00,96.00,2.00,failure,no
29.00,management,married,tertiary,no,318.00,yes,no,cellular,18.00,may,1434.00,2.00,356.00,4.00,failure,no
30.00,services,single,secondary,no,209.00,yes,no,unknown,6.00,may,30.00,2.00,-1.00,0.00,unknown,no
46.00,services,married,secondary,no,271.00,yes,no,unknown,16.00,may,134.00,4.00,-1.00,0.00,unknown,no
27.00,management,single,unknown,no,3196.00,no,no,cellular,9.00,feb,10.00,2.00,-1.00,0.00,unknown,no
48.00,admin.,divorced,secondary,no,4099.00,no,no,cellular,2.00,apr,397.00,2.00,-1.00,0.00,unknown,yes
26.00,student,single,secondary,no,2572.00,yes,no,cellular,5.00,may,620.00,1.00,-1.00,0.00,unknown,no
36.00,management,single,tertiary,no,339.00,no,no,cellular,21.00,nov,6.00,6.00,-1.00,0.00,unknown,no
42.00,blue-collar,married,primary,no,0.00,yes,yes,cellular,7.00,may,209.00,2.00,-1.00,0.00,unknown,no
50.00,housemaid,married,primary,no,395.00,yes,no,unknown,15.00,may,419.00,2.00,-1.00,0.00,unknown,no
49.00,blue-collar,married,secondary,no,2039.00,yes,no,cellular,18.00,nov,283.00,2.00,-1.00,0.00,unknown,no
45.00,management,married,tertiary,no,5450.00,no,no,cellular,8.00,aug,188.00,2.00,-1.00,0.00,unknown,no
23.00,student,single,secondary,no,780.00,no,no,cellular,16.00,sep,267.00,1.00,-1.00,0.00,unknown,no
38.00,technician,single,secondary,no,0.00,yes,no,cellular,7.00,apr,196.00,2.00,-1.00,0.00,unknown,no
32.00,management,single,tertiary,no,8436.00,yes,no,cellular,17.00,apr,245.00,1.00,149.00,2.00,failure,no
60.00,technician,single,primary,no,11262.00,no,no,cellular,26.00,aug,323.00,1.00,-1.00,0.00,unknown,yes
30.00,entrepreneur,married,secondary,no,946.00,yes,no,cellular,19.00,nov,1065.00,1.00,183.00,1.00,other,no
58.00,housemaid,married,tertiary,no,497.00,no,no,unknown,11.00,jun,138.00,5.00,-1.00,0.00,unknown,no
60.00,retired,married,primary,no,55.00,no,no,cellular,4.00,jun,207.00,1.00,-1.00,0.00,unknown,no
38.00,services,married,secondary,no,-140.00,no,no,unknown,25.00,jun,456.00,3.00,-1.00,0.00,unknown,no
51.00,technician,married,secondary,no,-379.00,yes,no,cellular,5.00,aug,261.00,1.00,-1.00,0.00,unknown,no
42.00,admin.,married,secondary,no,-396.00,yes,no,cellular,11.00,may,80.00,1.00,308.00,4.00,failure,no
30.00,services,single,secondary,no,0.00,yes,no,cellular,18.00,may,131.00,6.00,363.00,9.00,failure,no
40.00,management,married,primary,no,733.00,yes,no,unknown,6.00,jun,94.00,7.00,-1.00,0.00,unknown,no
37.00,management,married,tertiary,no,393.00,yes,no,cellular,14.00,may,567.00,3.00,275.00,4.00,failure,yes
53.00,technician,divorced,primary,no,7290.00,yes,no,unknown,30.00,may,153.00,1.00,-1.00,0.00,unknown,no
27.00,services,single,secondary,no,468.00,yes,no,cellular,13.00,may,109.00,1.00,-1.00,0.00,unknown,no
39.00,blue-collar,married,secondary,no,0.00,yes,no,cellular,30.00,apr,53.00,1.00,325.00,1.00,failure,no
39.00,blue-collar,married,primary,no,3705.00,yes,no,unknown,16.00,jun,77.00,1.00,-1.00,0.00,unknown,no
59.00,retired,married,tertiary,no,9676.00,no,no,telephone,27.00,mar,234.00,2.00,-1.00,0.00,unknown,yes
37.00,services,married,secondary,no,1328.00,yes,no,telephone,13.00,may,121.00,2.00,341.00,4.00,failure,no
41.00,blue-collar,married,primary,no,8.00,yes,no,cellular,15.00,jul,155.00,2.00,-1.00,0.00,unknown,no
45.00,blue-collar,married,primary,no,61.00,no,no,cellular,17.00,apr,108.00,1.00,-1.00,0.00,unknown,no
48.00,management,married,tertiary,no,6613.00,no,no,unknown,17.00,jun,159.00,3.00,-1.00,0.00,unknown,no
48.00,technician,married,secondary,no,302.00,yes,no,unknown,26.00,may,208.00,3.00,-1.00,0.00,unknown,no
32.00,blue-collar,married,secondary,no,1005.00,no,no,cellular,12.00,may,215.00,1.00,-1.00,0.00,unknown,no
35.00,services,married,secondary,no,109.00,yes,no,unknown,6.00,may,597.00,3.00,-1.00,0.00,unknown,no
33.00,management,single,tertiary,no,1240.00,yes,no,cellular,4.00,feb,505.00,2.00,260.00,1.00,other,no
28.00,blue-collar,single,primary,no,0.00,yes,yes,unknown,3.00,jun,380.00,4.00,-1.00,0.00,unknown,no
64.00,retired,married,unknown,no,2923.00,no,no,cellular,12.00,mar,120.00,1.00,-1.00,0.00,unknown,no
35.00,technician,married,secondary,no,0.00,no,no,cellular,27.00,aug,106.00,4.00,-1.00,0.00,unknown,no
33.00,blue-collar,married,secondary,no,43.00,yes,no,cellular,14.00,may,332.00,2.00,358.00,2.00,failure,no
41.00,technician,married,secondary,no,288.00,yes,no,unknown,15.00,may,221.00,4.00,-1.00,0.00,unknown,no
34.00,admin.,married,secondary,no,613.00,yes,no,cellular,4.00,jun,80.00,1.00,-1.00,0.00,unknown,no
37.00,technician,single,tertiary,no,6101.00,no,no,cellular,4.00,may,60.00,5.00,87.00,1.00,success,no
38.00,blue-collar,married,primary,no,168.00,yes,yes,telephone,13.00,may,212.00,3.00,-1.00,0.00,unknown,no
39.00,blue-collar,married,primary,no,7685.00,yes,no,cellular,14.00,apr,493.00,3.00,-1.00,0.00,unknown,no
35.00,technician,divorced,tertiary,no,4515.00,yes,no,cellular,19.00,nov,98.00,2.00,-1.00,0.00,unknown,no
28.00,blue-collar,single,secondary,no,517.00,no,yes,cellular,8.00,jul,681.00,1.00,-1.00,0.00,unknown,yes
27.00,blue-collar,single,secondary,no,148.00,no,no,cellular,22.00,jul,203.00,1.00,-1.00,0.00,unknown,no
48.00,retired,married,primary,yes,-285.00,no,yes,cellular,19.00,nov,157.00,1.00,-1.00,0.00,unknown,no
50.00,blue-collar,married,secondary,no,887.00,no,no,unknown,16.00,jun,287.00,1.00,-1.00,0.00,unknown,no
45.00,self-employed,married,secondary,no,3098.00,yes,no,cellular,7.00,aug,159.00,2.00,-1.00,0.00,unknown,no
41.00,technician,married,tertiary,no,744.00,yes,no,unknown,14.00,may,125.00,1.00,-1.00,0.00,unknown,no
39.00,technician,married,secondary,no,130.00,no,no,cellular,8.00,jul,202.00,2.00,-1.00,0.00,unknown,no
44.00,management,married,secondary,no,438.00,yes,no,telephone,8.00,may,37.00,3.00,303.00,1.00,failure,no
54.00,admin.,married,secondary,no,0.00,no,no,cellular,28.00,jan,161.00,1.00,98.00,2.00,failure,yes
49.00,management,married,tertiary,no,322.00,no,no,cellular,6.00,aug,72.00,4.00,-1.00,0.00,unknown,no
34.00,blue-collar,single,secondary,no,186.00,no,no,cellular,2.00,feb,342.00,1.00,-1.00,0.00,unknown,no
75.00,retired,divorced,tertiary,no,3810.00,yes,no,cellular,16.00,nov,262.00,1.00,183.00,1.00,failure,yes
42.00,management,married,tertiary,no,0.00,no,no,cellular,13.00,aug,325.00,2.00,-1.00,0.00,unknown,no
53.00,blue-collar,married,secondary,no,4380.00,no,no,telephone,19.00,aug,223.00,7.00,-1.00,0.00,unknown,no
49.00,management,divorced,tertiary,no,755.00,no,no,cellular,31.00,jul,1212.00,4.00,-1.00,0.00,unknown,yes
31.00,services,single,secondary,no,2070.00,no,no,cellular,29.00,aug,319.00,2.00,-1.00,0.00,unknown,no
45.00,blue-collar,single,primary,no,999.00,no,no,cellular,29.00,jan,182.00,2.00,-1.00,0.00,unknown,no
39.00,self-employed,married,secondary,no,167.00,yes,yes,cellular,17.00,jul,330.00,1.00,-1.00,0.00,unknown,no
46.00,technician,married,secondary,no,1322.00,yes,yes,cellular,19.00,nov,514.00,1.00,-1.00,0.00,unknown,no
42.00,admin.,divorced,secondary,no,1076.00,yes,no,unknown,14.00,may,213.00,1.00,-1.00,0.00,unknown,no
37.00,management,married,tertiary,no,502.00,yes,no,cellular,7.00,may,551.00,1.00,351.00,1.00,failure,no
26.00,technician,single,tertiary,no,1216.00,yes,no,cellular,16.00,apr,472.00,2.00,-1.00,0.00,unknown,no
37.00,management,single,tertiary,no,876.00,yes,no,cellular,15.00,apr,140.00,4.00,327.00,2.00,failure,no
36.00,services,single,secondary,no,342.00,yes,no,unknown,7.00,may,142.00,1.00,-1.00,0.00,unknown,no
29.00,blue-collar,single,primary,no,950.00,yes,no,unknown,4.00,jun,135.00,3.00,-1.00,0.00,unknown,no
36.00,blue-collar,married,primary,no,973.00,yes,yes,unknown,23.00,may,293.00,1.00,-1.00,0.00,unknown,no
26.00,technician,married,tertiary,no,3825.00,yes,no,unknown,13.00,may,107.00,1.00,-1.00,0.00,unknown,no
32.00,blue-collar,married,secondary,no,2366.00,yes,no,unknown,20.00,may,127.00,2.00,-1.00,0.00,unknown,no
40.00,management,married,tertiary,no,542.00,yes,no,cellular,20.00,nov,1816.00,1.00,-1.00,0.00,unknown,no
53.00,management,married,primary,no,995.00,no,no,cellular,4.00,feb,200.00,3.00,-1.00,0.00,unknown,no
29.00,management,married,tertiary,no,20.00,yes,no,cellular,12.00,may,418.00,1.00,-1.00,0.00,unknown,no
34.00,technician,single,tertiary,no,228.00,yes,no,cellular,22.00,jul,387.00,4.00,-1.00,0.00,unknown,no
43.00,blue-collar,married,secondary,no,130.00,no,no,cellular,5.00,may,156.00,1.00,337.00,3.00,failure,no
56.00,management,married,tertiary,no,217.00,no,yes,cellular,21.00,jul,121.00,2.00,-1.00,0.00,unknown,no
55.00,entrepreneur,divorced,tertiary,no,0.00,no,no,unknown,6.00,jun,108.00,2.00,-1.00,0.00,unknown,no
